#EXPORTTYPE:DATA ALL
#FILE:60CP60012CoPU5GPM-1C.ngb-ss4
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:60CP60012CoPU5GPM-1C
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DTA
#INSTRUMENT:NETZSCH STA 2500
#PROJECT:HÉCTOR ROMERO
#DATE/TIME:14.01.2020 10:00
#CORR. FILE:
#TEMPCAL:cal prueba.ngb-ts4
#SENSITIVITY:prueba cal sensibilidad.ngb-es4
#LABORATORY:ESIQIE
#OPERATOR:wendynoemi
#REMARK:
#SAMPLE:60CP60012CoPU5GPM-1C
#SAMPLE MASS /mg:4.980
#MATERIAL:ALUMINA
#REFERENCE:Crisol+Alumina
#REFERENCE MASS /mg:14.783
#TYPE OF CRUCIBLE:Al2O3 pan for STA2500
#SAMPLE CRUCIBLE MASS /mg:38.223
#REFERENCE CRUCIBLE MASS /mg:43.950
#TG RANGE /mg:500
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:20°C....700°C/-10.0....10.0K/min
#SEGMENT:S1-4/4
#SEG. 1:20°C/10.0(K/min)/150°C
#SEG. 2:150°C/00:30/150°C
#SEG. 3:150°C/10.0(K/min)/30°C
#SEG. 4:30°C/5.0(K/min)/700°C

##Temp./°C;Time/min;DTA/(mW/mg);Mass/%;Gas Flow(purge1)/(ml/min);Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);DTG/(%/min);Sensit./(uV/mW);Segment
 51.19600;  3.25000; 6.26731; 99.43534; 0.000000e+000;      75.00000;75.00000;       0.19285;0.95468;1
 53.81500;  3.50000; 6.29042; 99.49108; 0.000000e+000;      75.00000;75.00000;      -0.58667;0.95731;1
 56.37700;  3.75000; 6.31366; 99.53092; 0.000000e+000;      75.00000;75.00000;       0.94450;0.95985;1
 58.94400;  4.00000; 6.34062; 99.55092; 0.000000e+000;      75.00000;75.00000;       0.38443;0.96236;1
 61.49900;  4.25000; 6.36613; 99.57542; 0.000000e+000;      75.00000;75.00000;      -0.13920;0.96484;1
 64.01100;  4.50000; 6.39231; 99.54394; 0.000000e+000;      75.00000;75.00000;       0.46662;0.96724;1
 66.50900;  4.75000; 6.41944; 99.60546; 0.000000e+000;      75.00000;75.00000;       0.67262;0.96959;1
 69.02100;  5.00000; 6.44529; 99.66426; 0.000000e+000;      75.00000;75.00000;      -0.53985;0.97193;1
 71.51000;  5.25000; 6.47137; 99.66972; 0.000000e+000;      75.00000;75.00000;       0.19481;0.97422;1
 74.01400;  5.50000; 6.49682; 99.68225; 0.000000e+000;      75.00000;75.00000;       1.76317;0.97648;1
 76.50500;  5.75000; 6.51836; 99.70787; 0.000000e+000;      75.00000;75.00000;       1.64308;0.97871;1
 79.00600;  6.00000; 6.54308; 99.68225; 0.000000e+000;      75.00000;75.00000;       0.44351;0.98091;1
 81.50600;  6.25000; 6.56495; 99.74450; 0.000000e+000;      75.00000;75.00000;      -1.18397;0.98308;1
 84.01300;  6.50000; 6.58706; 99.76080; 0.000000e+000;      75.00000;75.00000;       0.30638;0.98523;1
 86.53600;  6.75000; 6.60920; 99.74884; 0.000000e+000;      75.00000;75.00000;       0.29094;0.98735;1
 89.06300;  7.00000; 6.63067; 99.77020; 0.000000e+000;      75.00000;75.00000;       0.18829;0.98944;1
 91.59200;  7.25000; 6.65273; 99.65414; 0.000000e+000;      75.00000;75.00000; 1.974594e-002;0.99150;1
 94.11600;  7.50000; 6.67542; 99.77510; 0.000000e+000;      75.00000;75.00000;      -0.24346;0.99353;1
 96.63300;  7.75000; 6.69458; 99.82394; 0.000000e+000;      75.00000;75.00000;      -0.72624;0.99551;1
 99.17300;  8.00000; 6.71378; 99.86217; 0.000000e+000;      75.00000;75.00000;       1.64829;0.99748;1
101.68300;  8.25000; 6.73651; 99.91189; 0.000000e+000;      75.00000;75.00000;       1.15301;0.99939;1
104.21600;  8.50000; 6.75820; 99.88940; 0.000000e+000;      75.00000;75.00000;       0.42723;1.00128;1
106.71200;  8.75000; 6.77916; 99.92161; 0.000000e+000;      75.00000;75.00000;       0.72314;1.00311;1
109.20900;  9.00000; 6.79860; 99.91486; 0.000000e+000;      75.00000;75.00000;       0.59899;1.00491;1
111.69800;  9.25000; 6.81930; 99.92281; 0.000000e+000;      75.00000;75.00000;      -0.47603;1.00667;1
114.17600;  9.50000; 6.83687; 99.94554; 0.000000e+000;      75.00000;75.00000;      -1.08148;1.00838;1
116.67200;  9.75000; 6.85272; 99.90177; 0.000000e+000;      75.00000;75.00000;       0.14873;1.01008;1
119.18000; 10.00000; 6.87718; 99.84964; 0.000000e+000;      75.00000;75.00000;      -0.17145;1.01174;1
121.67700; 10.25000; 6.90064; 99.90843; 0.000000e+000;      75.00000;75.00000;       1.43966;1.01336;1
124.19200; 10.50000; 6.92585; 99.97253; 0.000000e+000;      75.00000;75.00000;      -1.41005;1.01496;1
126.69800; 10.75000; 6.94644; 99.99783; 0.000000e+000;      75.00000;75.00000;      -0.61808;1.01652;1
129.20700; 11.00000; 6.96570; 99.99944; 0.000000e+000;      75.00000;75.00000;      -1.01930;1.01804;1
131.71600; 11.25000; 6.98591; 99.99084; 0.000000e+000;      75.00000;75.00000;       0.38347;1.01952;1
134.24001; 11.50000; 7.00459; 99.96169; 0.000000e+000;      75.00000;75.00000;      -1.38259;1.02098;1
136.74899; 11.75000; 7.02264; 99.85976; 0.000000e+000;      75.00000;75.00000;       0.90295;1.02239;1
139.27000; 12.00000; 7.04354; 99.90578; 0.000000e+000;      75.00000;75.00000;      -0.36711;1.02378;1
141.78200; 12.25000; 7.06065;100.11936; 0.000000e+000;      75.00000;75.00000;       0.37169;1.02511;1
144.30400; 12.50000; 7.07777;100.08586; 0.000000e+000;      75.00000;75.00000;       1.68859;1.02642;1
146.81300; 12.75000; 7.10098;100.14602; 0.000000e+000;      75.00000;75.00000;      -0.20973;1.02768;1
149.31927; 13.00000; 7.12521;100.13753; 0.000000e+000;      75.00000;75.00000;      -0.37493;1.02891;2
151.43234; 13.25000; 7.16148;100.11237; 0.000000e+000;      75.00000;75.00000;-4.403958e-002;1.02991;2
152.27724; 13.50000; 7.24311;100.09154; 0.000000e+000;      75.00000;75.00000;-3.147971e-002;1.03030;2
152.54316; 13.75000; 7.31447;100.13324; 0.000000e+000;      75.00000;75.00000;-2.801661e-003;1.03043;2
152.43955; 14.00000; 7.36923;100.07033; 0.000000e+000;      75.00000;75.00000;       0.10049;1.03038;2
152.11450; 14.25000; 7.40500;100.12467; 0.000000e+000;      75.00000;75.00000;       0.11526;1.03023;2
151.75778; 14.50000; 7.41821;100.15383; 0.000000e+000;      75.00000;75.00000; 1.722100e-004;1.03006;2
151.35176; 14.75000; 7.41981;100.24038; 0.000000e+000;      75.00000;75.00000;       0.22791;1.02987;2
151.01480; 15.00000; 7.41294;100.16786; 0.000000e+000;      75.00000;75.00000;-7.487466e-002;1.02971;2
150.69275; 15.25000; 7.39824;100.16741; 0.000000e+000;      75.00000;75.00000;-1.313528e-003;1.02956;2
150.47985; 15.50000; 7.38226;100.18046; 0.000000e+000;      75.00000;75.00000; 6.430121e-002;1.02946;2
150.31775; 15.75000; 7.36333;100.23112; 0.000000e+000;      75.00000;75.00000;       0.13561;1.02938;2
150.19769; 16.00000; 7.34497;100.21014; 0.000000e+000;      75.00000;75.00000;       0.16492;1.02933;2
150.12106; 16.25000; 7.32910;100.27099; 0.000000e+000;      75.00000;75.00000;      -0.12866;1.02929;2
150.05352; 16.50000; 7.31385;100.30871; 0.000000e+000;      75.00000;75.00000;       0.26759;1.02926;2
150.03062; 16.75000; 7.30186;100.31832; 0.000000e+000;      75.00000;75.00000; 8.464215e-002;1.02925;2
150.00655; 17.00000; 7.29009;100.33034; 0.000000e+000;      75.00000;75.00000; 2.176352e-002;1.02924;2
149.99906; 17.25000; 7.28100;100.30072; 0.000000e+000;      75.00000;75.00000; 5.965355e-002;1.02923;2
150.00894; 17.50000; 7.27209;100.35874; 0.000000e+000;      75.00000;75.00000; 5.782382e-002;1.02924;2
150.02985; 17.75000; 7.26558;100.37496; 0.000000e+000;      75.00000;75.00000;-9.933491e-002;1.02925;2
150.03112; 18.00000; 7.25822;100.38603; 0.000000e+000;      75.00000;75.00000;       0.11623;1.02925;2
150.02985; 18.25000; 7.25294;100.36969; 0.000000e+000;      75.00000;75.00000; 5.252056e-002;1.02925;2
150.02087; 18.50000; 7.24628;100.35250; 0.000000e+000;      75.00000;75.00000; 2.269385e-002;1.02924;2
150.03899; 18.75000; 7.24137;100.44084; 0.000000e+000;      75.00000;75.00000; 9.774220e-002;1.02925;2
150.05234; 19.00000; 7.23675;100.47123; 0.000000e+000;      75.00000;75.00000; 5.021822e-002;1.02926;2
150.05105; 19.25000; 7.23313;100.46781; 0.000000e+000;      75.00000;75.00000; 4.879341e-002;1.02926;2
150.05520; 19.50000; 7.22974;100.44474; 0.000000e+000;      75.00000;75.00000; 1.892133e-002;1.02926;2
150.05759; 19.75000; 7.22686;100.44656; 0.000000e+000;      75.00000;75.00000; 9.807009e-002;1.02926;2
150.05729; 20.00000; 7.22403;100.49260; 0.000000e+000;      75.00000;75.00000; 4.921687e-002;1.02926;2
150.06497; 20.25000; 7.22126;100.52188; 0.000000e+000;      75.00000;75.00000; 7.886350e-002;1.02926;2
150.06952; 20.50000; 7.21832;100.58870; 0.000000e+000;      75.00000;75.00000;       0.16517;1.02927;2
150.06441; 20.75000; 7.21581;100.52747; 0.000000e+000;      75.00000;75.00000;       0.11606;1.02926;2
150.04922; 21.00000; 7.21351;100.58360; 0.000000e+000;      75.00000;75.00000;       0.12852;1.02926;2
150.04419; 21.25000; 7.21072;100.63103; 0.000000e+000;      75.00000;75.00000; 8.050328e-002;1.02925;2
150.03731; 21.50000; 7.20898;100.60959; 0.000000e+000;      75.00000;75.00000;       0.15425;1.02925;2
150.03919; 21.75000; 7.20592;100.63028; 0.000000e+000;      75.00000;75.00000; 8.446432e-002;1.02925;2
150.04208; 22.00000; 7.20503;100.65642; 0.000000e+000;      75.00000;75.00000; 5.245492e-002;1.02925;2
150.04017; 22.25000; 7.20403;100.69063; 0.000000e+000;      75.00000;75.00000;       0.14371;1.02925;2
150.04553; 22.50000; 7.20082;100.78099; 0.000000e+000;      75.00000;75.00000; 5.122303e-002;1.02926;2
150.01727; 22.75000; 7.19979;100.66606; 0.000000e+000;      75.00000;75.00000;-9.304411e-002;1.02924;2
150.04249; 23.00000; 7.19715;100.72329; 0.000000e+000;      75.00000;75.00000;       0.17625;1.02925;2
150.04769; 23.25000; 7.19701;100.78174; 0.000000e+000;      75.00000;75.00000;-8.304286e-002;1.02926;2
150.03986; 23.50000; 7.19511;100.74502; 0.000000e+000;      75.00000;75.00000;       0.21524;1.02925;2
150.03128; 23.75000; 7.19568;100.76323; 0.000000e+000;      75.00000;75.00000;-7.964991e-002;1.02925;2
150.03549; 24.00000; 7.19316;100.72134; 0.000000e+000;      75.00000;75.00000;       0.12098;1.02925;2
150.04067; 24.25000; 7.19214;100.79540; 0.000000e+000;      75.00000;75.00000; 4.219802e-002;1.02925;2
150.02229; 24.50000; 7.19102;100.80774; 0.000000e+000;      75.00000;75.00000; 9.008977e-002;1.02924;2
150.03717; 24.75000; 7.19070;100.83622; 0.000000e+000;      75.00000;75.00000;      -0.12309;1.02925;2
150.03273; 25.00000; 7.18853;100.82211; 0.000000e+000;      75.00000;75.00000;-3.853988e-002;1.02925;2
150.02584; 25.25000; 7.18679;100.83184; 0.000000e+000;      75.00000;75.00000;       0.15001;1.02925;2
150.03178; 25.50000; 7.18810;100.84012; 0.000000e+000;      75.00000;75.00000; 8.817190e-002;1.02925;2
150.02208; 25.75000; 7.18696;100.85491; 0.000000e+000;      75.00000;75.00000; 2.752309e-002;1.02924;2
150.03177; 26.00000; 7.18541;100.86715; 0.000000e+000;      75.00000;75.00000;       0.14463;1.02925;2
150.01223; 26.25000; 7.18491;100.84462; 0.000000e+000;      75.00000;75.00000;-4.560680e-002;1.02924;2
150.03451; 26.50000; 7.18389;100.88992; 0.000000e+000;      75.00000;75.00000;-8.349231e-002;1.02925;2
150.01927; 26.75000; 7.18383;100.80412; 0.000000e+000;      75.00000;75.00000;-4.276023e-003;1.02924;2
150.02178; 27.00000; 7.18272;100.96674; 0.000000e+000;      75.00000;75.00000;       0.58453;1.02924;2
150.01663; 27.25000; 7.18117;101.01358; 0.000000e+000;      75.00000;75.00000; 4.457634e-002;1.02924;2
150.00596; 27.50000; 7.18046;101.03649; 0.000000e+000;      75.00000;75.00000; 3.084872e-003;1.02924;2
150.02809; 27.75000; 7.18159;101.09378; 0.000000e+000;      75.00000;75.00000; 8.645562e-002;1.02925;2
150.02891; 28.00000; 7.18065;101.04583; 0.000000e+000;      75.00000;75.00000; 6.018473e-003;1.02925;2
150.03375; 28.25000; 7.17919;101.02190; 0.000000e+000;      75.00000;75.00000; 8.042576e-002;1.02925;2
150.01100; 28.50000; 7.17952;101.11439; 0.000000e+000;      75.00000;75.00000;       0.20572;1.02924;2
149.99865; 28.75000; 7.17852;101.12156; 0.000000e+000;      75.00000;75.00000;-5.300373e-002;1.02923;2
150.01661; 29.00000; 7.17848;101.05536; 0.000000e+000;      75.00000;75.00000;       0.18217;1.02924;2
150.00686; 29.25000; 7.17747;101.13620; 0.000000e+000;      75.00000;75.00000;-9.012852e-002;1.02924;2
150.02652; 29.50000; 7.17803;101.12444; 0.000000e+000;      75.00000;75.00000;       0.18609;1.02925;2
150.02208; 29.75000; 7.17905;101.14061; 0.000000e+000;      75.00000;75.00000; 5.838057e-002;1.02924;2
150.00330; 30.00000; 7.17675;101.17426; 0.000000e+000;      75.00000;75.00000;-5.264283e-002;1.02924;2
150.02905; 30.25000; 7.17652;101.22429; 0.000000e+000;      75.00000;75.00000;       0.11028;1.02925;2
150.01907; 30.50000; 7.17581;101.22615; 0.000000e+000;      75.00000;75.00000;       0.22055;1.02924;2
150.02608; 30.75000; 7.17424;101.22464; 0.000000e+000;      75.00000;75.00000;      -0.13786;1.02925;2
150.01689; 31.00000; 7.17579;101.24700; 0.000000e+000;      75.00000;75.00000; 5.472774e-002;1.02924;2
150.01326; 31.25000; 7.17601;101.27285; 0.000000e+000;      75.00000;75.00000;-6.462279e-003;1.02924;2
150.00397; 31.50000; 7.17573;101.22151; 0.000000e+000;      75.00000;75.00000;       0.21765;1.02924;2
150.01531; 31.75000; 7.17627;101.26716; 0.000000e+000;      75.00000;75.00000;-3.533463e-002;1.02924;2
150.01130; 32.00000; 7.17542;101.33514; 0.000000e+000;      75.00000;75.00000;       0.11719;1.02924;2
150.00534; 32.25000; 7.17420;101.32601; 0.000000e+000;      75.00000;75.00000;      -0.11848;1.02924;2
150.00588; 32.50000; 7.17394;101.29247; 0.000000e+000;      75.00000;75.00000; 8.901924e-002;1.02924;2
150.00817; 32.75000; 7.17392;101.26028; 0.000000e+000;      75.00000;75.00000;      -0.27588;1.02924;2
149.98824; 33.00000; 7.17394;101.11905; 0.000000e+000;      75.00000;75.00000;-5.932717e-002;1.02923;2
150.00342; 33.25000; 7.17252;101.43712; 0.000000e+000;      75.00000;75.00000;       0.70560;1.02924;2
150.01147; 33.50000; 7.17259;101.41946; 0.000000e+000;      75.00000;75.00000; 7.011617e-002;1.02924;2
150.01543; 33.75000; 7.17405;101.36798; 0.000000e+000;      75.00000;75.00000; 5.579189e-002;1.02924;2
150.02218; 34.00000; 7.17512;101.46999; 0.000000e+000;      75.00000;75.00000;       0.14053;1.02924;2
150.00501; 34.25000; 7.17589;101.47113; 0.000000e+000;      75.00000;75.00000; 1.532653e-002;1.02924;2
150.01123; 34.50000; 7.17453;101.45193; 0.000000e+000;      75.00000;75.00000; 5.210620e-002;1.02924;2
150.01914; 34.75000; 7.17570;101.46033; 0.000000e+000;      75.00000;75.00000; 1.632630e-002;1.02924;2
150.01156; 35.00000; 7.17433;101.51400; 0.000000e+000;      75.00000;75.00000; 7.237904e-002;1.02924;2
150.02409; 35.25000; 7.17491;101.46550; 0.000000e+000;      75.00000;75.00000;-3.048110e-002;1.02925;2
150.00621; 35.50000; 7.17464;101.47116; 0.000000e+000;      75.00000;75.00000; 7.699891e-002;1.02924;2
150.00885; 35.75000; 7.17526;101.57576; 0.000000e+000;      75.00000;75.00000;-4.163725e-002;1.02924;2
150.01425; 36.00000; 7.17615;101.53083; 0.000000e+000;      75.00000;75.00000;       0.11670;1.02924;2
150.01875; 36.25000; 7.17504;101.53970; 0.000000e+000;      75.00000;75.00000;       0.10707;1.02924;2
150.01052; 36.50000; 7.17499;101.55381; 0.000000e+000;      75.00000;75.00000; 3.886890e-002;1.02924;2
150.00766; 36.75000; 7.17562;101.58247; 0.000000e+000;      75.00000;75.00000; 6.427386e-002;1.02924;2
150.01892; 37.00000; 7.17440;101.60706; 0.000000e+000;      75.00000;75.00000; 9.403006e-002;1.02924;2
150.01160; 37.25000; 7.17523;101.65671; 0.000000e+000;      75.00000;75.00000; 5.932240e-002;1.02924;2
149.99592; 37.50000; 7.17347;101.70481; 0.000000e+000;      75.00000;75.00000;-2.231048e-002;1.02923;2
150.00708; 37.75000; 7.17545;101.61632; 0.000000e+000;      75.00000;75.00000; 3.441854e-002;1.02924;2
149.99071; 38.00000; 7.17414;101.66487; 0.000000e+000;      75.00000;75.00000;       0.10367;1.02923;2
150.01121; 38.25000; 7.17406;101.64129; 0.000000e+000;      75.00000;75.00000;-3.183096e-003;1.02924;2
150.01369; 38.50000; 7.17543;101.73482; 0.000000e+000;      75.00000;75.00000;-2.490240e-002;1.02924;2
150.00080; 38.75000; 7.17438;101.72538; 0.000000e+000;      75.00000;75.00000;       0.15576;1.02923;2
150.01115; 39.00000; 7.17466;101.68133; 0.000000e+000;      75.00000;75.00000; 6.995397e-002;1.02924;2
150.00530; 39.25000; 7.17510;101.70822; 0.000000e+000;      75.00000;75.00000;-6.563295e-002;1.02924;2
150.00032; 39.50000; 7.17539;101.70359; 0.000000e+000;      75.00000;75.00000;       0.12908;1.02923;2
150.00349; 39.75000; 7.17731;101.65854; 0.000000e+000;      75.00000;75.00000;-8.429985e-003;1.02924;2
150.00649; 40.00000; 7.17558;101.72491; 0.000000e+000;      75.00000;75.00000; 7.314025e-002;1.02924;2
150.00086; 40.25000; 7.17556;101.78035; 0.000000e+000;      75.00000;75.00000; 3.870523e-002;1.02923;2
150.00369; 40.50000; 7.17493;101.77807; 0.000000e+000;      75.00000;75.00000;       0.21364;1.02924;2
150.00366; 40.75000; 7.17578;101.75151; 0.000000e+000;      75.00000;75.00000;-1.459018e-002;1.02924;2
149.99471; 41.00000; 7.17661;101.79921; 0.000000e+000;      75.00000;75.00000;-3.088777e-002;1.02923;2
150.00677; 41.25000; 7.17686;101.74777; 0.000000e+000;      75.00000;75.00000; 7.881348e-002;1.02924;2
150.00092; 41.50000; 7.17603;101.79055; 0.000000e+000;      75.00000;75.00000; 1.441776e-002;1.02923;2
150.00702; 41.75000; 7.17631;101.76353; 0.000000e+000;      75.00000;75.00000;-1.326333e-002;1.02924;2
150.00896; 42.00000; 7.17616;101.87447; 0.000000e+000;      75.00000;75.00000; 5.806595e-002;1.02924;2
150.01840; 42.25000; 7.17587;101.80364; 0.000000e+000;      75.00000;75.00000;-5.356769e-002;1.02924;2
150.00183; 42.50000; 7.17590;101.81645; 0.000000e+000;      75.00000;75.00000; 2.219041e-002;1.02923;2
150.00944; 42.75000; 7.17529;101.87707; 0.000000e+000;      75.00000;75.00000;       0.15021;1.02924;2
150.01601; 43.00000; 7.17538;101.88104; 0.000000e+000;      75.00000;75.00000;       0.20783;1.02924;3
149.67700; 43.25000; 7.18589;101.87221; 0.000000e+000;      75.00000;75.00000;       0.52255;1.02908;3
148.13600; 43.50000; 7.23251;101.86940; 0.000000e+000;      75.00000;75.00000;      -0.65186;1.02833;3
145.90500; 43.75000; 7.24892;101.86329; 0.000000e+000;      75.00000;75.00000;       0.75859;1.02723;3
143.33099; 44.00000; 7.23966;101.87253; 0.000000e+000;      75.00000;75.00000;-4.061681e-002;1.02592;3
140.54401; 44.25000; 7.22786;101.86233; 0.000000e+000;      75.00000;75.00000;      -0.26366;1.02446;3
137.71001; 44.50000; 7.21354;101.90434; 0.000000e+000;      75.00000;75.00000;       0.41269;1.02292;3
134.91400; 44.75000; 7.23086;101.91478; 0.000000e+000;      75.00000;75.00000;      -0.94825;1.02136;3
132.08299; 45.00000; 7.20213;101.87004; 0.000000e+000;      75.00000;75.00000;       0.76192;1.01974;3
129.32100; 45.25000; 7.16672;101.92980; 0.000000e+000;      75.00000;75.00000;       1.11058;1.01811;3
126.60400; 45.50000; 7.12770;101.96353; 0.000000e+000;      75.00000;75.00000;       1.71004;1.01646;3
123.94600; 45.75000; 7.08934;101.99783; 0.000000e+000;      75.00000;75.00000;       0.48654;1.01481;3
121.33100; 46.00000; 7.04838;101.94426; 0.000000e+000;      75.00000;75.00000;      -0.20787;1.01314;3
118.78000; 46.25000; 7.01134;102.03398; 0.000000e+000;      75.00000;75.00000;       1.25265;1.01148;3
116.29900; 46.50000; 6.96487;102.08337; 0.000000e+000;      75.00000;75.00000;      -0.71482;1.00982;3
113.90200; 46.75000; 6.92856;102.00787; 0.000000e+000;      75.00000;75.00000;       1.95494;1.00820;3
111.57300; 47.00000; 6.89280;102.05574; 0.000000e+000;      75.00000;75.00000;       0.81922;1.00658;3
109.33000; 47.25000; 6.85716;102.00426; 0.000000e+000;      75.00000;75.00000;       0.16649;1.00500;3
107.16600; 47.50000; 6.82412;102.05173; 0.000000e+000;      75.00000;75.00000;       0.73262;1.00344;3
105.05800; 47.75000; 6.79407;102.05044; 0.000000e+000;      75.00000;75.00000;       0.68039;1.00190;3
103.03400; 48.00000; 6.76307;102.04072; 0.000000e+000;      75.00000;75.00000;      -0.16120;1.00040;3
101.07600; 48.25000; 6.73654;102.07622; 0.000000e+000;      75.00000;75.00000;      -1.14835;0.99893;3
 99.16900; 48.50000; 6.70919;102.12193; 0.000000e+000;      75.00000;75.00000;       0.66532;0.99748;3
 97.33700; 48.75000; 6.68489;102.10867; 0.000000e+000;      75.00000;75.00000;       0.94255;0.99606;3
 95.55900; 49.00000; 6.66190;102.12072; 0.000000e+000;      75.00000;75.00000;       0.74467;0.99467;3
 93.81500; 49.25000; 6.64063;102.16884; 0.000000e+000;      75.00000;75.00000;       0.45142;0.99329;3
 92.13300; 49.50000; 6.61721;102.13566; 1.482197e-323;      75.00000;75.00000;      -0.44829;0.99194;3
 90.50100; 49.75000; 6.59944;102.17269;-3.169610e-309;      75.00000;75.00000;       0.56045;0.99062;3
 88.93700; 50.00000; 6.57856;102.26072; 6.467401e-295;      75.00000;75.00000;      -0.18802;0.98934;3
 87.39300; 50.25000; 6.56272;102.17060;-1.318804e-280;      75.00000;75.00000; 8.456803e-002;0.98806;3
 85.89800; 50.50000; 6.54586;102.21815; 2.687637e-266;      75.00000;75.00000;       1.07008;0.98682;3
 84.44600; 50.75000; 6.53051;102.16040;-5.474103e-252;      75.00000;75.00000;      -0.50762;0.98559;3
 83.01400; 51.00000; 6.51633;102.28827; 1.114343e-237;      75.00000;75.00000;      -0.42906;0.98437;3
 81.62200; 51.25000; 6.50056;102.26233;-2.267246e-223;      75.00000;75.00000;      -0.38552;0.98318;3
 80.28900; 51.50000; 6.48650;102.26185; 4.610657e-209;      75.00000;75.00000; 6.316051e-002;0.98203;3
 78.96000; 51.75000; 6.47166;102.27084;-9.371741e-195;      75.00000;75.00000;       1.33974;0.98087;3
 77.67600; 52.00000; 6.45737;102.27888; 1.904057e-180;      75.00000;75.00000;      -0.46907;0.97975;3
 76.42700; 52.25000; 6.44587;102.30996;-3.866784e-166;      75.00000;75.00000;       0.58579;0.97864;3
 75.20200; 52.50000; 6.43238;102.33847; 7.849427e-152;      75.00000;75.00000;      -0.27885;0.97755;3
 74.00600; 52.75000; 6.41967;102.31398;-1.592763e-137;      75.00000;75.00000;       0.65429;0.97648;3
 72.83700; 53.00000; 6.40824;102.36643; 3.230699e-123;      75.00000;75.00000;      -0.16279;0.97542;3
 71.70200; 53.25000; 6.39553;102.38843;-6.550588e-109;      75.00000;75.00000;       0.32148;0.97439;3
 70.58500; 53.50000; 6.38649;102.35518; 1.327726e-094;      75.00000;75.00000;      -0.13205;0.97337;3
 69.49800; 53.75000; 6.37557;102.42490;-2.690216e-080;      75.00000;75.00000;      -0.34534;0.97237;3
 68.42400; 54.00000; 6.36443;102.39550; 5.449057e-066;      75.00000;75.00000;      -0.55024;0.97138;3
 67.37600; 54.25000; 6.35251;102.40434;-1.103358e-051;      75.00000;75.00000;      -0.21219;0.97040;3
 66.36800; 54.50000; 6.34209;102.39004; 2.233454e-037;      75.00000;75.00000;       1.08326;0.96946;3
